departamento,provincia,distrito,codigo_postal,z
Lima,Yauyos,Azangaro,15740,3
Lima,Yauyos,Cacra,15750,3
Lima,Yauyos,Carania,15781,3
Lima,Yauyos,Catahuasi,15760,3
Lima,Yauyos,Chocos,15736,3
Lima,Yauyos,Cochas,15621,3
Lima,Yauyos,Colonia,15770,3
Lima,Yauyos,Hongos,15753,3
Lima,Yauyos,Huampara,15670,3
Lima,Yauyos,Huancaya,15796,3
Lima,Yauyos,Huangascar,15748,3
Lima,Yauyos,Huantán,15780,3
Lima,Yauyos,Huañec,15661,3
Lima,Yauyos,Laraos,15785,3
Lima,Yauyos,Lincha,15755,3
Lima,Yauyos,Madean,15742,3
Lima,Yauyos,Miraflores,15792,3
Lima,Yauyos,Omas,15681,4
Lima,Yauyos,Putinza,15763,3
Lima,Yauyos,Quinches,15665,3
Lima,Yauyos,Quinocay,15620,4
Lima,Yauyos,San Joaquin,15655,3
Lima,Yauyos,San Pedro de Pilas,15680,3
Lima,Yauyos,Tanta,15660,3
Lima,Yauyos,Tauripampa,15768,4
Lima,Yauyos,Tomás,15790,3
Lima,Yauyos,Tupe,15761,3
Lima,Yauyos,Viñac,15745,3
Lima,Yauyos,Vitis,15795,3
Loreto,Maynas,Iquitos,16001,1
Loreto,Maynas,Iquitos,16002,1
Loreto,Maynas,Iquitos,16003,1
Loreto,Maynas,Iquitos,16004,1
Loreto,Maynas,Iquitos,16006,1
Loreto,Maynas,Iquitos,16007,1
Loreto,Maynas,Iquitos,16000,1
Loreto,Maynas,Alto Nanay,16800,1
Loreto,Maynas,Fernado Lores,16311,1
Loreto,Maynas,Fernado Lores,16310,1
Loreto,Maynas,Indiana,16201,1
Loreto,Maynas,Indiana,16200,1
Loreto,Maynas,Las Amazonas,16211,1
Loreto,Maynas,Las Amazonas,16210,1
Loreto,Maynas,Mazán,16101,1
Loreto,Maynas,Mazán,16100,1
Loreto,Maynas,Napo,16121,1
Loreto,Maynas,Napo,16120,1
Loreto,Maynas,Punchana,16003,1
Loreto,Maynas,Punchana,16004,1
Loreto,Maynas,Punchana,16000,1
Loreto,Maynas,Putumayo,16111,1
Loreto,Maynas,Putumayo,16110,1
Loreto,Maynas,Torres Causana,16130,1
Loreto,Maynas,Belén,16001,1
Loreto,Maynas,Belén,16006,1
Loreto,Maynas,Belén,16008,1
Loreto,Maynas,Belén,16000,1
Loreto,Maynas,San Juan Bautista,16007,1
Loreto,Maynas,San Juan Bautista,16008,1
Loreto,Maynas,San Juan Bautista,16000,1
Loreto,Maynas,Teniente Manuel Clavero,16140,1
Loreto,Alto Amazonas,Yurimaguas,16501,3
Loreto,Alto Amazonas,Yurimaguas,16500,3
Loreto,Alto Amazonas,Balsapuerto,16511,3
Loreto,Alto Amazonas,Balsapuerto,16510,3
Loreto,Alto Amazonas,Jeberos,16520,3
Loreto,Alto Amazonas,Lagunas,16551,2
Loreto,Alto Amazonas,Lagunas,16550,2
Loreto,Alto Amazonas,Santa Cruz,16540,3
Loreto,Alto Amazonas,Teniente Cesar López Rojas,16531,3
Loreto,Alto Amazonas,Teniente Cesar López Rojas,16530,3
Loreto,Loreto,Nauta,16301,2
Loreto,Loreto,Nauta,16300,2
Loreto,Loreto,Parinari,16571,2
Loreto,Loreto,Parinari,16570,2
Loreto,Loreto,Tigre,16811,2
Loreto,Loreto,Tigre,16810,2
Loreto,Loreto,Trompeteros,16821,2
Loreto,Loreto,Trompeteros,16820,2
Loreto,Loreto,Urarinas,16561,2
Loreto,Loreto,Urarinas,16560,2
Loreto,Mariscal Ramón Castilla,Ramón Castilla,16241,1
Loreto,Mariscal Ramón Castilla,Ramón Castilla,16240,1
Loreto,Mariscal Ramón Castilla,Pebas,16221,1
Loreto,Mariscal Ramón Castilla,Pebas,16220,1
Loreto,Mariscal Ramón Castilla,Yavarí,16251,1
Loreto,Mariscal Ramón Castilla,Yavarí,16250,1
Loreto,Mariscal Ramón Castilla,San Pablo,16231,1
Loreto,Mariscal Ramón Castilla,San Pablo,16230,1
Loreto,Requena,Requena,16341,2
Loreto,Requena,Requena,16340,2
Loreto,Requena,Alto Tapiche,16380,2
Loreto,Requena,Capelo,16400,2
Loreto,Requena,Emilio San Martín,16421,2
Loreto,Requena,Emilio San Martín,16420,2
Loreto,Requena,Maquia,16431,2
Loreto,Requena,Maquia,16430,2
Loreto,Requena,Puinahua,16411,2
Loreto,Requena,Puinahua,16410,2
Loreto,Requena,Saquena,16320,1
Loreto,Requena,Soplin,16360,2
Loreto,Requena,Tapiche,16370,2
Loreto,Requena,Jenaro Herrera,16331,2
Loreto,Requena,Jenaro Herrera,16330,2
Loreto,Requena,Yaquerana,16350,2
Loreto,Ucayali,Contamaná,16481,2
Loreto,Ucayali,Contamaná,16480,2
Loreto,Ucayali,Inahuaya,16460,2
Loreto,Ucayali,Padre Marquez,16491,2
Loreto,Ucayali,Padre Marquez,16490,2
Loreto,Ucayali,Pampa Hermosa,16471,2
Loreto,Ucayali,Pampa Hermosa,16470,2
Loreto,Ucayali,Sarayacu,16441,2
Loreto,Ucayali,Sarayacu,16440,2
Loreto,Ucayali,Vargas Guerra,16451,2
Loreto,Ucayali,Vargas Guerra,16450,2
Loreto,Datem del Marañón,Barranca,16601,3
Loreto,Datem del Marañón,Barranca,16600,3
Loreto,Datem del Marañón,Cahuapanas,16611,3
Loreto,Datem del Marañón,Cahuapanas,16610,3
Loreto,Datem del Marañón,Manseriche,16621,2
Loreto,Datem del Marañón,Manseriche,16620,2
Loreto,Datem del Marañón,Morona,16631,2
Loreto,Datem del Marañón,Morona,16630,2
Loreto,Datem del Marañón,Pastaza,16701,2
Loreto,Datem del Marañón,Pastaza,16700,2
Loreto,Datem del Marañón,Andoas,16751,2
Loreto,Datem del Marañón,Andoas,16750,2
Madre de Dios,Tambopata,Tambopata,17001,1
Madre de Dios,Tambopata,Tambopata,17000,1
Madre de Dios,Tambopata,Inambari,17501,1
Madre de Dios,Tambopata,Inambari,17500,1
Madre de Dios,Tambopata,Las Piedras,17101,1
Madre de Dios,Tambopata,Las Piedras,17100,1
Madre de Dios,Tambopata,Laberinto,17400,1
Madre de Dios,Manu,Manú,17700,2
Madre de Dios,Manu,Fitzcarrald,17800,2
Madre de Dios,Manu,Madre de Dios,17601,2
Madre de Dios,Manu,Madre de Dios,17600,2
Madre de Dios,Manu,Huepetuhe,17551,2
Madre de Dios,Manu,Huepetuhe,17550,2
Madre de Dios,Tahuamanu,Iñapari,17300,1
Madre de Dios,Tahuamanu,Iberia,17251,1
Madre de Dios,Tahuamanu,Iberia,17250,1
Madre de Dios,Tahuamanu,Tahuamanú,17200,1
Moquegua,Mariscal Nieto,Moquegua,18001,4
Moquegua,Mariscal Nieto,Moquegua,18000,4
Moquegua,Mariscal Nieto,Curumas,18400,3
Moquegua,Mariscal Nieto,Cuchumbaya,18410,3
Moquegua,Mariscal Nieto,Samegua,18001,3
Moquegua,Mariscal Nieto,Samegua,18000,3
Moquegua,Mariscal Nieto,San Cristobal,18420,3
Moquegua,Mariscal Nieto,Torata,18101,3
Moquegua,Mariscal Nieto,Torata,18100,3
Moquegua,General Sanchez Cerro,Omate,18200,3
Moquegua,General Sanchez Cerro,Chojata,18500,3
Moquegua,General Sanchez Cerro,Coalaque,18210,3
Moquegua,General Sanchez Cerro,Ichuña,18530,3
Moquegua,General Sanchez Cerro,La Capilla,18230,4
Moquegua,General Sanchez Cerro,Lloque,18510,3
Moquegua,General Sanchez Cerro,Matalaque,18310,3
Moquegua,General Sanchez Cerro,Puquina,18220,3
Moquegua,General Sanchez Cerro,Quinistaquillas,18300,3
Moquegua,General Sanchez Cerro,Ubinas,18320,3
Moquegua,General Sanchez Cerro,Yunga,18520,3
Moquegua,Ilo,Ilo,18601,4
Moquegua,Ilo,Ilo,18600,4
Moquegua,Ilo,El Algarrobal,18620,4
Moquegua,Ilo,Pacocha,18611,4
Moquegua,Ilo,Pacocha,18610,4
Pasco,Pasco,Chaupimarca,19001,3
Pasco,Pasco,Chaupimarca,19000,3
Pasco,Pasco,Huachón,19220,2
Pasco,Pasco,Huariaca,19121,2
Pasco,Pasco,Huariaca,19120,2
Pasco,Pasco,Huayllay,19501,3
Pasco,Pasco,Huayllay,19500,3
Pasco,Pasco,Ninacaca,19420,2
Pasco,Pasco,Pallanchacra,19110,2
Pasco,Pasco,Paucartambo,19201,2
Pasco,Pasco,Paucartambo,19200,2
Pasco,Pasco,San Francisco de Asís de Yarusyacán,19101,2
Pasco,Pasco,San Francisco de Asís de Yarusyacán,19100,2
Pasco,Pasco,Simón Bolivar,19031,3
Pasco,Pasco,Simón Bolivar,19000,3
Pasco,Pasco,Simón Bolivar,19001,3
Pasco,Pasco,Ticlacayan,19131,2
Pasco,Pasco,Ticlacayan,19130,2
Pasco,Pasco,Tinyahuarco,19401,3
Pasco,Pasco,Tinyahuarco,19400,3
Pasco,Pasco,Vicco,19410,3
Pasco,Pasco,Yanacancha,19001,2
Pasco,Pasco,Yanacancha,19000,2
Pasco,Daniel Alcides Carrión,Yanahuanca,19601,3
Pasco,Daniel Alcides Carrión,Yanahuanca,19600,3
Pasco,Daniel Alcides Carrión,Chacayán,19720,3
Pasco,Daniel Alcides Carrión,Goyllarisquizga,19710,3
Pasco,Daniel Alcides Carrión,Paucar,19750,3
Pasco,Daniel Alcides Carrión,San Pedro de Pillao,19650,3
Pasco,Daniel Alcides Carrión,Santa Ana de Tusi,19701,3
Pasco,Daniel Alcides Carrión,Santa Ana de Tusi,19700,3
Pasco,Daniel Alcides Carrión,Tapuc,19740,3
Pasco,Daniel Alcides Carrión,Vilcabamba,19730,3
Pasco,Oxapampa,Oxapampa,19231,2
Pasco,Oxapampa,Oxapampa,19230,2
Pasco,Oxapampa,Chontabamba,19210,2
Pasco,Oxapampa,Huancabamba,19241,2
Pasco,Oxapampa,Huancabamba,19240,2
Pasco,Oxapampa,Palcazú,19321,2
Pasco,Oxapampa,Palcazú,19320,2
Pasco,Oxapampa,Pozuzo,19251,2
Pasco,Oxapampa,Pozuzo,19250,2
Pasco,Oxapampa,Puerto Bermudez,19311,2
Pasco,Oxapampa,Puerto Bermudez,19310,2
Pasco,Oxapampa,Villa Rica,19301,2
Pasco,Oxapampa,Villa Rica,19300,2
Piura,Piura,Piura,20001,4
Piura,Piura,Piura,20004,4
Piura,Piura,Piura,20007,4
Piura,Piura,Piura,20008,4
Piura,Piura,Piura,20009,4
Piura,Piura,Piura,20000,4
Piura,Piura,Castilla,20002,4
Piura,Piura,Castilla,20003,4
Piura,Piura,Castilla,20000,4
Piura,Piura,Catacaos,20004,4
Piura,Piura,Catacaos,20006,4
Piura,Piura,Catacaos,20000,4
Piura,Piura,Cura Mori,20601,4
Piura,Piura,Cura Mori,20600,4
Piura,Piura,El Tallan,20630,4
Piura,Piura,La Arena,20621,4
Piura,Piura,La Arena,20620,4
Piura,Piura,La Unión,20621,4
Piura,Piura,La Unión,20620,4
Piura,Piura,Las Lomas,20211,4
Piura,Piura,Las Lomas,20210,4
Piura,Piura,Tambo Grande,20201,4
Piura,Piura,Tambo Grande,20200,4
Piura,Ayabaca,Ayabaca,20541,3
Piura,Ayabaca,Ayabaca,20540,3
Piura,Ayabaca,Frías,20341,4
Piura,Ayabaca,Frías,20340,4
Piura,Ayabaca,Jilili,20520,3
Piura,Ayabaca,Lagunas,20551,3
Piura,Ayabaca,Lagunas,20550,3
Piura,Ayabaca,Montero,20511,3
Piura,Ayabaca,Montero,20510,3
Piura,Ayabaca,Pacaipampa,20561,3
Piura,Ayabaca,Pacaipampa,20560,3
Piura,Ayabaca,Paimas,20501,4
Piura,Ayabaca,Paimas,20500,4
Piura,Ayabaca,Sapillica,20231,4
Piura,Ayabaca,Sapillica,20230,4
Piura,Ayabaca,Sicchez,20530,3
Piura,Ayabaca,Suyo,20221,4
Piura,Ayabaca,Suyo,20220,4
Piura,Huancabamba,Huancabamba,20441,3
Piura,Huancabamba,Huancabamba,20440,3
Piura,Huancabamba,Canchaque,20431,3
Piura,Huancabamba,Canchaque,20430,3
Piura,Huancabamba,El Carmen de la Frontera,20451,3
Piura,Huancabamba,El Carmen de la Frontera,20450,3
Piura,Huancabamba,Huarmaca,20471,3
Piura,Huancabamba,Huarmaca,20470,3
Piura,Huancabamba,Lalaquiz,20421,3
Piura,Huancabamba,Lalaquiz,20420,3
Piura,Huancabamba,San Miguel de el Faique,20461,3
Piura,Huancabamba,San Miguel de el Faique,20460,3
Piura,Huancabamba,Sondor,20481,3
Piura,Huancabamba,Sondor,20480,3
Piura,Huancabamba,Sondorillo,20491,3
Piura,Huancabamba,Sondorillo,20490,3
Piura,Morropon,Chulucanas,20301,4
Piura,Morropon,Chulucanas,20300,4
Piura,Morropon,Buenos Aires,20381,3
Piura,Morropon,Buenos Aires,20380,3
Piura,Morropon,Chalaco,20351,3
Piura,Morropon,Chalaco,20350,3
Piura,Morropon,La Matanza,20371,4
Piura,Morropon,La Matanza,20370,4
Piura,Morropon,Morropón,20311,4
Piura,Morropon,Morropón,20310,4
Piura,Morropon,Salitral,20401,3
Piura,Morropon,Salitral,20400,3
Piura,Morropon,San Juan de Bigote,20411,3
Piura,Morropon,San Juan de Bigote,20410,3
Piura,Morropon,Santa Catalina de Mossa,20320,3
Piura,Morropon,Santo Domingo,20331,4
Piura,Morropon,Santo Domingo,20330,4
Piura,Morropon,Yamango,20361,3
Piura,Morropon,Yamango,20360,3
Piura,Paita,Paita,20701,4
Piura,Paita,Paita,20700,4
Piura,Paita,Amotape,20730,4
Piura,Paita,Arenal,20720,4
Piura,Paita,Colán,20711,4
Piura,Paita,Colán,20710,4
Piura,Paita,La Huaca,20781,4
Piura,Paita,La Huaca,20780,4
Piura,Paita,Tamarindo,20750,4
Piura,Paita,Vichayal,20741,4
Piura,Paita,Vichayal,20740,4
Piura,Sullana,Sullana,20101,4
Piura,Sullana,Sullana,20102,4
Piura,Sullana,Sullana,20103,4
Piura,Sullana,Sullana,20100,4
Piura,Sullana,Bellavista,20101,4
Piura,Sullana,Bellavista,20102,4
Piura,Sullana,Ignacio Escudero,20761,4
Piura,Sullana,Ignacio Escudero,20760,4
Piura,Sullana,Lancones,20151,4
Piura,Sullana,Lancones,20150,4
Piura,Sullana,Marcavelica,20121,4
Piura,Sullana,Marcavelica,20120,4
Piura,Sullana,Miguel Checa,20771,4
Piura,Sullana,Miguel Checa,20770,4
Piura,Sullana,Querecotillo,20141,4
Piura,Sullana,Querecotillo,20140,4
Piura,Sullana,Salitral,20131,4
Piura,Sullana,Salitral,20130,4
Piura,Talara,Pariñas,20811,4
Piura,Talara,Pariñas,20810,4
Piura,Talara,El Alto,20831,4
Piura,Talara,El Alto,20830,4
Piura,Talara,La Brea,20801,4
Piura,Talara,La Brea,20800,4
Piura,Talara,Lobitos,20820,4
Piura,Talara,Los Organos,20841,4
Piura,Talara,Los Organos,20840,4
Piura,Talara,Máncora,20851,4
Piura,Talara,Máncora,20850,4
Piura,Sechura,Sechura,20691,4
Piura,Sechura,Sechura,20690,4
Piura,Sechura,Bellavista de la Unión,20650,4
Piura,Sechura,Bernal,20671,4
Piura,Sechura,Bernal,20670,4
Piura,Sechura,Cristo Nos Valga,20680,4
Piura,Sechura,Vice,20641,4
Piura,Sechura,Vice,20640,4
Piura,Sechura,Rinconada Llicuar,20660,4
Puno,Puno,Puno,21001,3
Puno,Puno,Puno,21002,3
Puno,Puno,Puno,21000,3
Puno,Puno,Acora,21511,3
Puno,Puno,Acora,21510,3
Puno,Puno,Amantani,21127,2
Puno,Puno,Atuncolla,21113,3
Puno,Puno,Atuncolla,21115,3
Puno,Puno,Capachica,21123,2
Puno,Puno,Capachica,21125,2
Puno,Puno,Chucuito,21521,3
Puno,Puno,Chucuito,21520,3
Puno,Puno,Coata,21119,2
Puno,Puno,Coata,21120,2
Puno,Puno,Huata,21117,3
Puno,Puno,Huata,21116,3
Puno,Puno,Mañozo,21731,3
Puno,Puno,Mañozo,21730,3
Puno,Puno,Paucarcolla,21110,3
Puno,Puno,Pichacani,21576,3
Puno,Puno,Pichacani,21575,3
Puno,Puno,Platería,21516,3
Puno,Puno,Platería,21515,3
Puno,Puno,San Antonio,21760,3
Puno,Puno,Tiquillaca,21750,3
Puno,Puno,Vilque,21740,3
Puno,Azangaro,Azangaro,21157,2
Puno,Azangaro,Azangaro,21160,2
Puno,Azangaro,Achaya,21180,2
Puno,Azangaro,Arapa,21169,2
Puno,Azangaro,Arapa,21170,2
Puno,Azangaro,Asillo,21149,2
Puno,Azangaro,Asillo,21150,2
Puno,Azangaro,Caminaca,21175,2
Puno,Azangaro,Chupa,21321,2
Puno,Azangaro,Chupa,21320,2
Puno,Azangaro,José Domingo Choquehuanca,21139,2
Puno,Azangaro,José Domingo Choquehuanca,21140,2
Puno,Azangaro,Muñani,21346,2
Puno,Azangaro,Muñani,21345,2
Puno,Azangaro,Potoni,21211,2
Puno,Azangaro,Potoni,21210,2
Puno,Azangaro,Saman,21301,2
Puno,Azangaro,Saman,21300,2
Puno,Azangaro,San Antón,21201,2
Puno,Azangaro,San Antón,21200,2
Puno,Azangaro,San José,21162,2
Puno,Azangaro,San José,21165,2
Puno,Azangaro,San Juan de Salinas,21166,2
Puno,Azangaro,Santiago de Pupuja,21143,2
Puno,Azangaro,Santiago de Pupuja,21145,2
Puno,Azangaro,Tirapata,21146,2
Puno,Carabaya,Macusani,21251,2
Puno,Carabaya,Macusani,21250,2
Puno,Carabaya,Ajoyani,21240,2
Puno,Carabaya,Ayapata,21261,2
Puno,Carabaya,Ayapata,21260,2
Puno,Carabaya,Coasa,21246,2
Puno,Carabaya,Coasa,21245,2
Puno,Carabaya,Corani,21265,2
Puno,Carabaya,Crucero,21216,2
Puno,Carabaya,Crucero,21215,2
Puno,Carabaya,Ituata,21256,2
Puno,Carabaya,Ituata,21255,2
Puno,Carabaya,Ollachea,21270,2
Puno,Carabaya,San Gaban,21275,2
Puno,Carabaya,Usicayos,21236,2
Puno,Carabaya,Usicayos,21235,2
Puno,Chucuito,Juli,21531,3
Puno,Chucuito,Juli,21530,3
Puno,Chucuito,Desaguadero,21611,3
Puno,Chucuito,Desaguadero,21610,3
Puno,Chucuito,Huacullani,21621,3
Puno,Chucuito,Huacullani,21620,3
Puno,Chucuito,Kelluyo,21631,3
Puno,Chucuito,Kelluyo,21630,3
Puno,Chucuito,Pisacoma,21641,3
Puno,Chucuito,Pisacoma,21640,3
Puno,Chucuito,Pomata,21536,3
Puno,Chucuito,Pomata,21535,3
Puno,Chucuito,Zepita,21601,3
Puno,Chucuito,Zepita,21600,3
Puno,El Collao,Ilave,21501,3
Puno,El Collao,Ilave,21500,3
Puno,El Collao,Capazo,21650,3
Puno,El Collao,Pilcuyo,21526,3
Puno,El Collao,Pilcuyo,21525,3
Puno,El Collao,Santa Rosa,21661,3
Puno,El Collao,Santa Rosa,21660,3
Puno,El Collao,Conduriri,21670,3
Puno,Huancane,Huancané,21316,2
Puno,Huancane,Huancané,21315,2
Puno,Huancane,Cojata,21410,2
Puno,Huancane,Huatasani,21325,2
Puno,Huancane,Inchupalla,21330,2
Puno,Huancane,Pusi,21311,2
Puno,Huancane,Pusi,21310,2
Puno,Huancane,Rasaspata,21421,2
Puno,Huancane,Rasaspata,21420,2
Puno,Huancane,Taraco,21306,2
Puno,Huancane,Taraco,21305,2
Puno,Huancane,Vilque Chico,21401,2
Puno,Huancane,Vilque Chico,21400,2
Puno,Lampa,Lampa,21801,3
Puno,Lampa,Lampa,21800,3
Puno,Lampa,Cabanilla,21711,3
Puno,Lampa,Cabanilla,21710,3
Puno,Lampa,Calapuja,21130,2
Puno,Lampa,Nicasio,21135,2
Puno,Lampa,Ocuviri,21825,3
Puno,Lampa,Palca,21805,3
Puno,Lampa,Paratía,21781,3
Puno,Lampa,Paratía,21780,3
Puno,Lampa,Pucará,21137,2
Puno,Lampa,Pucará,21136,2
Puno,Lampa,Santa Lucía,21771,3
Puno,Lampa,Santa Lucía,21770,3
Puno,Lampa,Vilavila,21815,3
Puno,Melgar,Ayavarí,21866,2
Puno,Melgar,Ayavarí,21865,2
Puno,Melgar,Antauta,21205,2
Puno,Melgar,Cupi,21845,2
Puno,Melgar,Llalli,21835,2
Puno,Melgar,Macarí,21876,2
Puno,Melgar,Macarí,21875,2
Puno,Melgar,Nuñoa,21896,2
Puno,Melgar,Nuñoa,21895,2
Puno,Melgar,Orurillo,21153,2
Puno,Melgar,Orurillo,21155,2
Puno,Melgar,Santa Rosa,21886,2
Puno,Melgar,Santa Rosa,21885,2
Puno,Melgar,Umachiri,21855,2
Puno,Moho,Moho,21431,2
Puno,Moho,Moho,21430,2
Puno,Moho,Conima,21450,2
Puno,Moho,Huayrapata,21440,2
Puno,Moho,Tilali,21460,2
Puno,San Antonio de Putina,Putina,21341,2
Puno,San Antonio de Putina,Putina,21340,2
Puno,San Antonio de Putina,Ananea,21356,2
Puno,San Antonio de Putina,Ananea,21355,2
Puno,San Antonio de Putina,Pedro Vilca Apaza,21335,2
Puno,San Antonio de Putina,Quilcapuncu,21351,2
Puno,San Antonio de Putina,Quilcapuncu,21350,2
Puno,San Antonio de Putina,Sina,21395,2
Puno,San Román,Juliaca,21101,3
Puno,San Román,Juliaca,21102,3
Puno,San Román,Juliaca,21103,3
Puno,San Román,Juliaca,21104,3
Puno,San Román,Juliaca,21100,3
Puno,San Román,Cabana,21700,3
Puno,San Román,Cabanillas,21721,3
Puno,San Román,Cabanillas,21720,3
Puno,San Román,Caracoto,21108,3
Puno,San Román,Caracoto,21107,3
Puno,Sandia,Sandia,21366,2
Puno,Sandia,Sandia,21365,2
Puno,Sandia,Cuyocuyo,21361,2
Puno,Sandia,Cuyocuyo,21360,2
Puno,Sandia,Limbani,21225,2
Puno,Sandia,Patambuco,21220,2
Puno,Sandia,Phara,21230,2
Puno,Sandia,Quiaca,21390,2
Puno,Sandia,San Juan del Oro,21376,1
Puno,Sandia,San Juan del Oro,21375,1
Puno,Sandia,Yanahuaya,21385,1
Puno,Sandia,Alto Inambari,21371,1
Puno,Sandia,Alto Inambari,21370,1
Puno,Sandia,San Pedro de Putína Punco,21381,2
Puno,Sandia,San Pedro de Putína Punco,21380,2
Puno,Yunguyo,Yunguyo,21546,3
Puno,Yunguyo,Yunguyo,21545,3
Puno,Yunguyo,Anapia,21565,3
Puno,Yunguyo,Copani,21571,3
Puno,Yunguyo,Copani,21570,3
Puno,Yunguyo,Cuturapi,21540,3
Puno,Yunguyo,Ollaraya,21550,3
Puno,Yunguyo,Tinicachi,21560,3
Puno,Yunguyo,Unicachi,21555,3
San Martín,Moyobamba,Moyobamba,22001,3
San Martín,Moyobamba,Moyobamba,22000,3
San Martín,Moyobamba,Calzada,22800,3
San Martín,Moyobamba,Habana,22805,3
San Martín,Moyobamba,Jepelacio,22101,3
San Martín,Moyobamba,Jepelacio,22100,3
San Martín,Moyobamba,Soritor,22811,3
San Martín,Moyobamba,Soritor,22810,3
San Martín,Moyobamba,Yantalo,22051,3
San Martín,Moyobamba,Yantalo,22000,3
San Martín,Bellavista,Bellavista,22741,2
San Martín,Bellavista,Bellavista,22740,2
San Martín,Bellavista,Alto Biavo,22491,2
San Martín,Bellavista,Alto Biavo,22490,2
San Martín,Bellavista,Bajo Biavo,22481,2
San Martín,Bellavista,Bajo Biavo,22480,2
San Martín,Bellavista,Huallaga,22510,2
San Martín,Bellavista,San Pablo,22731,2
San Martín,Bellavista,San Pablo,22730,2
San Martín,Bellavista,San Rafael,22471,2
San Martín,Bellavista,San Rafael,22470,2
San Martín,El Dorado,San José de Sisa,22701,3
San Martín,El Dorado,San José de Sisa,22700,3
San Martín,El Dorado,Agua Blanca,22710,3
San Martín,El Dorado,San Martín,22771,3
San Martín,El Dorado,San Martín,22770,3
San Martín,El Dorado,Santa Rosa,22721,3
San Martín,El Dorado,Santa Rosa,22720,3
San Martín,El Dorado,Shatoja,22760,3
San Martín,Huallaga,Saposoa,22661,2
San Martín,Huallaga,Saposoa,22660,2
San Martín,Huallaga,Alto Saposoa,22670,2
San Martín,Huallaga,El Eslabón,22640,2
San Martín,Huallaga,Piscoyacu,22650,2
San Martín,Huallaga,Sacanche,22630,2
San Martín,Huallaga,TIingo de Saposoa,22750,2
San Martín,Lamas,Lamas,22151,3
San Martín,Lamas,Lamas,22150,3
San Martín,Lamas,Alonso de Alvarado,22111,3
San Martín,Lamas,Alonso de Alvarado,22110,3
San Martín,Lamas,Barranquita,22241,3
San Martín,Lamas,Barranquita,22240,3
San Martín,Lamas,Caynarachi,22236,3
San Martín,Lamas,Caynarachi,22235,3
San Martín,Lamas,Cuñumbuqui,22180,3
San Martín,Lamas,Pinto Recodo,22141,3
San Martín,Lamas,Pinto Recodo,22140,3
San Martín,Lamas,Rumisapa,22170,3
San Martín,Lamas,San Roque de Cumbaza,22220,3
San Martín,Lamas,Shanao,22130,3
San Martín,Lamas,Tabalosos,22121,3
San Martín,Lamas,Tabalosos,22120,3
San Martín,Lamas,Zapatero,22190,3
San Martín,Mariscal Cáceres,Juanjui,22601,2
San Martín,Mariscal Cáceres,Juanjui,22600,2
San Martín,Mariscal Cáceres,Canpanilla,22521,2
San Martín,Mariscal Cáceres,Canpanilla,22520,2
San Martín,Mariscal Cáceres,Huicungo,22621,2
San Martín,Mariscal Cáceres,Huicungo,22620,2
San Martín,Mariscal Cáceres,Pachiza,22610,2
San Martín,Mariscal Cáceres,Pajarillo,22501,2
San Martín,Mariscal Cáceres,Pajarillo,22500,2
San Martín,PIcota,Picota,22431,2
San Martín,PIcota,Picota,22430,2
San Martín,PIcota,Buenos Aires,22410,2
San Martín,PIcota,Caspisapa,22440,2
San Martín,PIcota,Pilluana,22350,2
San Martín,PIcota,Pucacaca,22420,2
San Martín,PIcota,San Cristobal,22450,2
San Martín,PIcota,San Hilarión,22460,2
San Martín,PIcota,Shamboyacu,22371,2
San Martín,PIcota,Shamboyacu,22370,2
San Martín,PIcota,Tingo de Ponasa,22360,2
San Martín,PIcota,Tres Unidos,22340,2
San Martín,Rioja,Rioja,22826,3
San Martín,Rioja,Rioja,22825,3
San Martín,Rioja,Awajun,22861,3
San Martín,Rioja,Awajun,22860,3
San Martín,Rioja,Elias SoplinVargas,22841,3
San Martín,Rioja,Elias SoplinVargas,22840,3
San Martín,Rioja,Nueva Cajamarca,22846,3
San Martín,Rioja,Nueva Cajamarca,22845,3
San Martín,Rioja,Pardo Miguel,22866,3
San Martín,Rioja,Pardo Miguel,22865,3
San Martín,Rioja,Posic,22835,3
San Martín,Rioja,San Fernando,22855,3
San Martín,Rioja,Yorongos,22820,3
San Martín,Rioja,Yuracyacu,22850,3
San Martín,San Martín,Tarapoto,22201,3
San Martín,San Martín,Tarapoto,22202,3
San Martín,San Martín,Tarapoto,22200,3
San Martín,San Martín,Alberto Leveau,22320,3
San Martín,San Martín,Cacatachi,22160,3
San Martín,San Martín,Chazuta,22311,3
San Martín,San Martín,Chazuta,22310,3
San Martín,San Martín,Chipurana,22255,2
San Martín,San Martín,El Porvenir,22245,2
San Martín,San Martín,Huimbayoc,22260,2
San Martín,San Martín,Juan Guerra,22400,3
San Martín,San Martín,La Banda de Shilcayo,22201,3
San Martín,San Martín,La Banda de Shilcayo,22202,3
San Martín,San Martín,La Banda de Shilcayo,22200,3
San Martín,San Martín,Morales,22201,3
San Martín,San Martín,Morales,22202,3
San Martín,San Martín,Morales,22200,3
San Martín,San Martín,Papaplaya,22250,2
San Martín,San Martín,San Antonio,22215,3
San Martín,San Martín,Sauce,22331,3
San Martín,San Martín,Sauce,22330,3
San Martín,San Martín,Shapaja,22300,3
San Martín,Tocache,Tocache,22541,2
San Martín,Tocache,Tocache,22540,2
San Martín,Tocache,Nuevo Progreso,22551,2
San Martín,Tocache,Nuevo Progreso,22550,2
